c1,c2,c3,c4,c5,c6,c7,c8,c9
8,7,60,1,2,3,1,5,0
8,7,60,1,2,3,1,5,0
8,7,60,1,2,3,1,5,0
8,7,60,1,2,4,1,5,0
8,7,4,1,3,4,1,6,0
8,7,92,1,3,3,12,6,0
8,7,153,0,3,1,1,6,0
8,7,92,1,2,3,12,5,0
8,7,160,1,2,4,11,5,0
8,7,95,1,2,2,1,5,0
8,7,95,1,2,2,1,5,0
8,7,95,1,3,14,1,6,0
8,7,160,1,3,20,1,6,0
8,7,4,0,3,20,19,6,0
8,8,92,1,3,3,24,6,0
8,8,95,1,3,14,1,6,0
8,8,4,1,3,4,2,6,1
8,7,153,1,2,4,1,5,0
8,8,153,1,3,4,1,6,0
8,8,153,1,3,22,376,6,0
8,8,160,1,2,4,11,5,0
8,8,147,0,3,22,1,6,0
8,8,153,1,3,3,1,6,0
8,8,228,1,3,14,13,6,0
8,8,153,0,9,3,1,13,0
8,8,160,1,2,4,1,5,0
8,8,160,1,2,4,1,5,0
8,8,160,1,2,4,1,5,0
8,8,4,1,3,19,2,6,0
8,8,4,1,3,14,1,6,0
8,8,45,1,3,19,5,6,0
8,8,160,1,3,4,45,6,0
8,8,92,0,3,4,12,6,0
8,8,229,1,2,6,1,5,0
8,8,4,0,2,4,2,5,0
8,8,4,1,2,14,2,5,0
8,8,167,0,1,14,1,5,0
8,8,95,1,2,2,15,5,0
8,8,155,1,2,2,1,5,0
8,8,95,0,3,21,1,6,0
8,8,4,1,3,3,1,6,0
8,8,4,0,3,4,1,6,0
8,9,153,1,2,4,10,6,1
8,9,228,1,1,4,13,6,0
8,9,4,1,2,4,1,5,0
8,7,153,1,2,15,1,5,0
8,9,153,1,2,14,42,5,1
8,9,209,1,3,4,244,6,1
8,9,209,1,3,4,244,6,1
8,9,4,1,2,4,2,5,0
8,9,153,1,3,1,1,6,0
8,9,92,1,3,3,29,6,0
8,9,60,0,2,3,1,5,0
8,9,182,1,2,14,1,5,0
8,7,153,0,2,4,1,5,0
8,9,182,1,2,4,1,6,0
8,9,153,0,3,20,1,6,0
8,9,95,1,2,17,1,5,0
8,9,95,1,3,14,1,6,0
8,9,228,1,2,14,1,5,0
8,9,45,1,3,21,1,6,0
8,9,153,1,3,4,10,6,1
8,8,147,1,2,3,1,5,0
8,9,167,1,2,3,1,5,0
8,9,147,1,2,15,7,5,0
8,9,153,1,3,8,10,6,0
8,9,153,1,3,4,1,6,0
8,9,141,1,3,1,286,6,0
8,9,205,1,3,8,1,6,0
8,9,92,1,3,3,29,6,0
8,8,160,1,3,14,45,6,0
8,9,160,1,3,4,45,6,0
8,9,182,1,3,4,1,6,0
8,9,4,1,3,3,2,6,1
8,10,153,0,3,20,1,6,0
8,10,4,1,2,4,2,5,1
8,10,4,1,2,4,19,5,0
8,10,153,1,3,21,1,6,0
8,10,153,1,7,4,1,5,0
8,10,153,1,2,14,1,5,0
8,10,4,1,9,4,2,13,0
8,10,4,1,2,8,1,5,0
8,10,92,1,2,3,883,5,1
8,10,4,1,3,14,2,6,0
8,10,4,1,9,4,1,13,0
8,10,160,1,3,1,45,6,0
8,10,147,1,2,14,1,5,0
8,10,113,1,1,4,1,5,0
8,10,228,1,2,4,13,5,0
8,10,45,1,3,21,5,6,0
8,10,45,1,3,19,5,6,0
8,10,45,1,3,21,5,6,0
8,10,92,0,3,4,1,6,0
8,10,205,1,3,4,1,6,0
8,10,228,1,2,4,1,5,0
8,10,153,1,3,14,1,6,0
8,10,95,1,2,17,1,5,0
8,10,4,1,3,3,1,6,0
8,11,4,1,2,3,2,5,0
8,10,95,1,3,15,1,6,0
8,10,95,1,3,3,1,6,0
8,10,95,1,1,2,1,5,0
8,11,95,1,2,14,15,5,0
8,11,153,1,3,14,1,6,0
8,11,153,1,3,1,1,6,0
8,11,160,1,3,9,45,6,0
8,11,153,1,3,3,1,6,0
8,10,182,1,3,4,1,6,0
8,11,113,1,3,1,1,6,0
8,11,160,1,1,2,1,5,0
8,11,209,1,3,21,1,6,0
8,11,4,1,3,3,2,6,1
8,11,153,1,3,15,1,6,0
8,11,4,1,1,14,2,5,0
8,11,205,1,3,3,24,6,0
8,11,153,1,2,19,1,6,0
8,11,96,0,3,20,1,6,0
8,11,153,1,2,3,1,6,0
8,11,153,1,6,17,63,5,0
8,11,153,1,2,17,10,5,0
8,11,153,0,3,20,1,6,0
8,11,95,1,3,4,1,6,0
8,11,160,1,3,20,45,6,0
8,11,160,1,3,21,45,6,0
8,11,160,1,3,21,45,6,0
8,12,209,1,6,2,8,5,1
8,12,95,1,3,3,1,6,0
8,12,95,1,3,3,1,6,0
8,12,95,1,2,2,1,5,0
8,12,153,0,4,14,63,5,0
8,11,92,1,3,14,1,6,0
8,12,60,0,2,3,1,5,0
8,12,4,1,1,2,2,6,0
8,12,195,1,2,7,1,5,0
8,12,95,1,2,14,15,5,0
8,12,95,1,3,3,15,6,0
8,12,217,1,3,8,1,6,0
8,12,95,1,3,3,1,6,0
8,12,147,1,2,15,1,5,0
8,12,147,0,3,20,19,6,0
8,12,147,1,2,4,7,5,0
8,12,182,1,1,2,1,5,0
8,12,153,1,3,4,1,6,0
8,12,153,1,3,4,1,6,0
8,12,153,1,3,4,1,6,0
8,12,60,0,2,7,1,5,0
8,12,92,0,3,20,12,6,0
8,12,160,1,2,4,45,6,0
8,12,205,1,3,4,24,6,0
8,12,153,1,2,4,1,6,0
8,13,153,1,3,14,1,6,0
8,13,153,1,3,16,1,6,0
8,12,95,1,3,4,1,6,0
8,12,4,1,2,4,2,5,0
8,13,92,1,2,3,6,5,1
8,13,153,0,3,14,1,6,0
8,13,4,1,3,2,1,6,0
8,13,209,1,6,1,8,5,0
8,13,153,1,3,14,1,6,0
8,13,4,1,1,2,2,6,1
8,13,60,0,2,3,1,5,0
8,13,160,0,3,20,45,6,0
8,13,209,1,3,4,8,6,0
8,13,153,1,3,14,1,6,0
8,13,153,1,3,19,1,6,0
8,13,60,1,1,14,1,5,0
8,13,4,1,2,4,2,5,1
8,13,99,1,2,4,390,5,0
8,13,99,1,2,4,390,5,0
8,12,153,1,3,14,1,6,0
8,13,153,1,2,14,10,5,1
8,13,160,0,1,2,19,5,0
8,14,153,1,2,15,1,5,0
8,13,4,1,1,1,2,5,1
8,13,92,1,9,14,51,13,0
8,13,92,0,3,20,1,6,0
8,13,92,0,3,20,1,6,0
8,13,195,1,5,2,299,5,1
8,13,92,1,7,1,12,8,0
8,13,153,0,3,9,1,6,0
8,13,153,0,3,21,1,6,0
8,13,153,0,3,2,1,6,0
8,13,167,1,2,3,1,5,0
8,13,205,1,3,19,1,6,0
8,13,174,1,3,4,1,6,0
8,13,95,1,3,14,1,6,0
8,13,153,1,3,3,1,6,0
8,13,95,1,3,4,1,6,0
8,13,200,1,6,10,1,13,0
8,14,198,1,3,1,1,6,0
8,14,153,1,2,4,10,5,1
8,13,4,0,3,2,1,6,0
8,14,209,1,2,3,8,5,0
8,14,209,0,2,4,8,5,0
8,14,167,1,1,3,1,6,0
8,14,4,1,3,14,2,6,0
8,14,4,1,3,14,2,6,0
8,14,4,1,3,1,2,6,0
8,14,4,1,3,14,1,6,0
8,14,205,1,3,3,1,6,0
8,14,4,1,2,3,1,5,0
8,14,160,0,3,20,1,6,0
8,14,153,1,2,3,1,5,0
8,14,147,1,3,15,7,6,0
8,14,228,1,2,2,1496,5,0
8,14,228,1,3,2,1,6,0
8,14,153,1,3,8,1,6,0
8,14,45,1,3,21,5,6,0
8,14,45,1,3,21,5,6,0
8,14,4,1,3,14,2,6,0
8,14,4,1,1,2,2,5,1
8,14,4,1,3,14,1,6,0
8,14,167,1,2,3,1,5,0
8,14,4,1,3,20,1,6,0
8,14,95,1,3,3,1,6,0
8,14,95,1,2,2,1,5,0
8,14,209,0,3,2,8,6,0
8,14,60,0,2,21,28,5,0
8,15,95,1,3,14,1,6,0
8,15,95,1,3,14,1,6,0
8,15,95,1,3,3,15,6,0
8,15,153,1,3,4,1,6,0
8,15,200,1,3,7,98,6,1
8,15,92,1,3,14,219,6,1
8,15,153,1,3,21,1,6,0
8,15,147,1,3,4,7,6,0
8,15,147,0,2,14,7,5,0
8,15,147,0,2,4,7,5,0
8,15,97,1,3,14,84,6,1
8,15,4,1,3,14,1,6,0
8,15,4,1,3,15,2,6,0
8,15,167,1,3,1,1,6,0
8,15,95,1,2,3,1,5,0
8,15,95,1,3,14,1,6,0
8,15,147,1,6,8,1,5,0
8,15,153,1,3,14,1,6,0
8,15,153,1,2,4,1,5,0
8,15,153,1,3,19,1,6,0
8,15,95,1,3,14,1,6,0
8,16,205,1,3,4,1,6,0
8,15,205,1,2,8,1,5,0
8,15,205,0,3,20,1,6,0
8,15,205,0,3,1,1,6,0
8,15,45,1,3,1,5,6,0
8,15,160,1,2,4,11,5,0
8,15,153,1,3,19,1,6,0
8,15,153,1,3,4,1,6,0
8,15,228,1,6,4,1,5,0
8,15,228,1,2,17,13,5,0
8,15,159,1,2,4,16,5,0
8,15,147,1,3,1,1,6,0
8,15,147,0,3,1,1,6,0
8,15,147,0,3,1,1,6,0
8,15,4,1,3,4,1,6,0
8,15,4,1,9,4,1,13,0
8,15,92,1,3,14,219,6,1
8,15,92,1,3,14,219,6,1
8,15,153,1,2,3,10,5,1
8,15,92,0,3,20,12,6,0
8,15,153,1,3,8,1,6,0
8,15,205,1,7,16,1,8,0
8,15,205,1,7,16,1,8,0
8,15,205,1,7,16,1,8,0
8,15,205,1,7,21,1,5,0
8,15,205,1,7,1,1,8,0
8,15,205,0,7,1,1,8,0
8,15,228,1,3,4,13,6,0
8,15,167,1,3,1,1,6,0
8,15,209,1,3,2,8,6,0
8,15,95,1,3,14,1,6,0
8,15,95,1,2,4,1,5,0
8,15,182,1,2,14,3,5,0
8,15,217,1,2,12,19,5,1
8,16,160,1,2,4,45,5,0
8,16,95,1,3,2,15,6,0
8,16,155,1,2,14,211,8,0
8,16,95,1,3,14,1,6,0
8,16,95,1,3,3,15,6,0
8,16,95,1,3,3,15,6,0
8,16,95,1,3,1,15,6,0
8,16,95,1,3,1,15,6,0
8,16,95,1,3,14,15,6,0
8,16,95,1,2,4,15,5,0
8,16,95,1,3,14,15,6,0
8,16,95,1,3,4,15,6,0
8,16,95,1,3,14,15,6,0
8,16,95,1,3,3,15,6,0
8,16,95,1,2,3,15,5,0
8,16,95,1,3,14,15,6,0
8,16,95,1,3,1,1,6,0
8,16,153,1,2,14,10,5,1
8,16,95,1,3,1,1,6,0
8,16,153,1,3,4,10,6,1
8,16,153,0,1,14,1,6,0
8,16,160,1,3,19,27,6,0
8,16,160,1,3,15,27,6,0
8,16,95,1,2,3,1,5,0
8,16,96,0,3,8,1,6,0
8,16,167,1,3,3,1,6,0
8,16,4,1,3,4,1,6,0
8,16,4,1,3,4,2,6,1
8,16,147,1,1,14,7,5,0
8,16,45,1,3,21,5,6,0
8,16,45,1,3,21,5,6,0
8,16,167,1,3,2,1,6,0
8,16,153,1,2,14,232,5,1
8,16,4,1,3,13,1,6,0
8,16,18,0,3,20,1,6,0
8,16,95,0,1,2,1,6,0
8,16,209,1,3,2,1,6,0
8,16,209,0,2,3,8,5,0
8,16,95,1,3,4,15,6,0
8,16,153,1,3,14,1,6,0
8,17,4,1,2,4,1,5,0
8,17,153,1,3,14,65,6,0
8,17,153,1,3,14,1,6,0
8,17,167,1,2,3,1,5,0
8,17,4,1,2,4,2,5,1
8,17,4,1,2,4,19,5,0
8,17,153,1,3,8,1,6,0
8,17,153,1,3,14,1,6,0
8,17,209,1,2,3,8,5,0
8,15,153,1,6,1,10,5,0
8,17,147,1,3,3,1,6,0
8,16,205,1,3,2,1,6,0
8,17,147,1,2,14,1,5,0
8,17,93,1,2,3,369,5,0
8,17,228,1,2,4,13,6,0
8,17,205,1,3,4,1,6,0
8,17,205,1,1,2,1,5,0
8,17,209,1,6,2,8,13,0
8,17,153,1,2,4,1,5,0
8,17,182,1,3,14,3,6,0
8,17,153,1,3,8,1,6,0
8,17,95,1,3,4,1,6,0
8,16,209,1,3,4,8,6,0
8,18,95,1,3,3,1,6,0
8,18,153,1,3,4,1,6,0
8,18,60,1,3,4,1,6,0
8,18,228,1,3,2,13,6,1
8,18,167,1,2,15,1,5,0
8,18,167,1,3,15,1,6,0
8,18,153,1,3,1,10,6,1
8,18,4,1,3,14,2,6,0
8,18,99,1,6,22,1,5,0
8,18,4,1,1,3,1,6,0
8,18,4,1,3,14,1,6,0
8,18,93,1,3,3,369,6,0
8,18,95,0,3,20,1,6,0
8,18,95,1,3,14,1,6,0
8,19,228,1,2,15,1,5,0
8,19,228,1,3,17,13,6,0
8,19,95,1,3,15,1,6,0
8,19,167,1,3,3,130,6,0
8,19,153,0,3,19,1,6,0
8,19,4,1,3,4,2,6,1
8,19,4,1,3,3,2,6,0
8,19,4,1,2,4,19,5,0
8,19,4,1,2,2,2,5,1
8,19,182,1,3,4,1,6,0
8,20,147,1,3,8,1,6,0
8,20,147,1,2,3,1,5,0
8,20,147,1,2,15,1,5,0
8,19,147,1,9,4,7,13,0
8,19,45,1,3,21,5,6,0
8,20,209,1,3,4,8,6,0
8,18,209,1,3,4,8,6,0
8,19,92,0,3,15,1,6,0
8,19,4,0,3,20,1,6,0
8,19,228,0,1,2,1,5,0
8,20,209,1,3,3,8,6,0
8,20,113,0,1,7,1,6,0
8,19,113,1,3,14,568,6,1
8,19,113,1,3,2,568,6,1
8,19,113,0,3,2,568,6,1
8,20,153,1,3,1,1,6,0
8,20,4,0,1,2,2,6,0
8,20,167,1,2,4,1,6,0
8,20,147,0,3,20,7,6,0
8,21,147,1,2,15,7,5,0
8,20,147,1,2,22,1,5,0
8,20,228,0,2,2,28,5,0
8,20,153,1,3,2,1,6,0
8,20,92,1,2,14,12,5,1
8,20,153,1,3,8,1,6,0
8,20,167,1,3,14,1,6,0
8,20,160,0,3,20,11,6,0
8,20,92,1,3,3,149,6,1
8,20,195,1,6,7,1,5,0
8,21,155,1,7,14,211,8,0
8,21,228,1,3,21,13,6,0
8,21,153,1,3,4,42,6,1
8,21,4,1,3,4,2,6,1
8,21,45,1,3,21,5,6,0
8,21,147,1,2,15,7,5,0
8,21,147,1,2,14,7,5,0
8,20,167,1,2,4,1,5,0
8,21,228,0,2,4,13,6,0
8,21,228,0,2,4,13,6,0
8,21,96,0,3,14,1,6,0
8,21,96,0,3,14,1,6,0
8,21,205,1,2,4,1,5,0
8,21,205,1,3,3,1,6,0
8,21,205,1,2,14,1,5,0
8,21,200,1,3,4,1,6,0
8,21,92,0,3,14,1,6,0
8,21,209,1,2,3,8,5,0
8,21,92,1,3,8,1,6,0
8,20,153,1,3,17,1,6,0
8,22,209,1,3,4,8,6,0
8,22,202,1,1,14,1,6,0
8,22,160,1,3,3,45,6,0
8,22,18,1,3,3,1,6,0
8,22,209,0,2,4,8,6,0
8,23,1004,1,6,4,409,5,0
8,22,147,0,2,3,7,6,0
8,23,92,1,3,21,1,6,0
8,23,153,0,2,3,1,6,0
8,22,167,1,2,3,1,5,0
8,22,167,1,2,3,1,5,0
8,22,228,1,3,2,13,6,0
8,23,4,1,3,14,1,6,0
8,23,209,1,2,4,8,6,0
8,23,209,1,2,4,8,5,0
8,23,209,1,9,3,8,13,0
8,23,153,1,2,3,10,5,1
8,23,4,1,7,4,2,8,0
8,23,4,1,6,4,2,5,0
8,23,92,1,2,14,12,5,0
8,23,4,1,3,4,2,6,1
8,23,153,0,3,3,1,6,0
8,23,153,1,2,4,10,6,0
8,24,153,1,5,17,10,5,1
8,24,153,1,3,14,1,6,0
8,24,153,0,3,15,1,6,0
8,24,4,1,3,4,1,6,0
8,24,119,1,3,4,1,6,0
8,24,228,0,1,4,1,6,0
8,24,95,1,3,15,1,6,0
8,24,95,1,3,14,1,6,0
8,24,95,1,3,1,28,6,0
8,24,153,1,3,8,1,6,0
8,24,153,0,3,20,1,6,0
8,24,92,1,3,4,12,6,0
8,23,153,0,2,4,10,5,0
8,24,95,1,2,4,1,5,0
8,24,92,1,3,2,1,6,0
8,24,92,0,3,2,1,6,0
8,24,92,1,9,2,1,13,0
8,24,153,1,2,19,1,5,0
8,25,147,1,3,2,7,6,0
8,25,45,1,3,21,5,6,0
8,25,228,0,1,2,1,5,0
8,26,4,1,1,2,1,5,0
8,25,153,1,3,19,1,6,0
8,25,153,1,3,4,1,6,0
8,25,153,1,3,4,1,6,0
8,25,209,0,2,4,8,5,0
8,25,95,1,3,4,1,6,0
8,25,92,0,3,3,12,6,0
8,25,153,1,3,14,1,6,0
8,25,99,1,9,4,1,13,0
8,24,113,1,3,15,28,6,0
8,25,160,1,3,4,45,6,0
8,25,95,1,2,2,1,5,0
8,25,95,1,2,3,1,5,0
8,25,113,1,7,15,28,10,0
8,25,113,1,7,15,28,13,0
8,25,153,1,2,1,1,5,0
8,25,153,1,9,17,10,13,0
8,25,95,1,3,17,1,6,0
8,25,95,1,3,14,1,6,0
8,25,95,1,2,4,1,5,0
8,25,4,0,2,4,1,5,0
8,26,4,1,2,14,2,5,0
8,26,195,1,2,3,1,5,0
8,26,45,1,3,19,5,6,0
8,26,153,0,3,20,1,6,0
8,26,160,1,5,4,11,5,0
8,26,92,1,3,2,1,6,0
8,26,92,1,3,14,1,6,0
8,26,92,1,3,2,1,6,0
8,26,153,1,2,3,1,5,0
8,26,95,1,3,4,1,6,0
8,26,95,1,2,3,1,5,0
8,26,95,1,2,1,1,5,0
8,26,95,1,2,14,1,5,0
8,26,92,0,3,2,1,6,0
8,26,97,1,3,1,132,6,0
8,26,147,1,2,3,1,5,0
8,26,153,1,3,14,1,6,0
8,26,153,1,9,17,2,13,0
8,26,4,1,6,8,1,5,0
9,2,200,1,3,4,98,6,1
8,26,153,1,2,4,1,5,0
8,27,167,1,3,1,1,6,0
8,27,167,1,3,1,1,6,0
8,27,4,0,1,3,2,6,1
8,27,167,1,3,1,1,6,0
8,27,167,1,3,3,1,6,0
8,27,153,1,2,19,42,5,1
8,27,153,1,2,19,42,5,1
8,27,209,1,3,21,8,6,0
8,27,4,1,2,4,2,5,1
8,27,153,1,2,14,232,5,1
8,27,228,0,1,2,1,5,0
8,27,182,1,2,7,1,5,0
8,27,4,1,2,4,19,5,0
8,27,153,1,3,14,1,6,0
8,27,4,1,3,3,1,6,0
8,27,4,0,3,4,1,6,0
8,27,95,1,3,4,1,6,0
8,27,95,1,1,4,1,5,0
8,27,153,0,3,3,1,6,0
8,27,95,0,1,3,1,6,0
8,27,95,1,3,4,1,6,0
8,27,95,1,3,3,1,6,0
8,27,95,1,3,3,1,6,0
8,27,95,1,3,14,1,6,0
8,28,167,1,3,15,28,6,0
8,28,167,1,2,3,19,5,0
8,28,147,1,3,20,7,6,0
8,28,19,1,3,11,1,6,0
8,29,153,1,3,19,1,6,0
8,28,92,1,2,2,1,5,0
8,28,95,1,2,4,1,5,0
8,28,153,1,3,8,1,6,0
8,28,4,1,3,4,2,6,0
8,28,78,1,3,1,1,6,0
8,28,4,1,3,14,2,6,0
8,28,160,1,1,2,1,5,0
8,28,200,1,3,14,1,6,0
8,28,209,1,3,14,1,6,0
8,28,205,1,2,19,97,5,0
8,28,95,1,3,4,1,6,0
8,28,153,1,3,17,1,6,0
8,28,4,1,3,14,1,6,0
8,28,19,1,1,2,1,5,0
8,28,153,1,1,14,1,5,0
8,28,95,1,3,3,1,6,0
8,28,4,1,6,2,1,13,0
8,28,153,1,2,14,1,5,0
8,29,4,1,2,4,19,5,0
8,29,4,1,1,2,2,5,1
8,29,153,1,3,21,1,6,0
8,29,153,1,3,4,10,6,1
8,29,153,0,3,6,1,6,0
8,29,92,1,2,2,12,5,0
8,29,60,0,3,8,1,6,0
8,29,153,1,3,3,1,6,0
8,29,153,1,3,3,1,6,0
8,29,4,1,3,14,1,6,0
8,29,95,1,3,3,1,6,0
8,29,95,0,1,3,1,6,0
8,29,95,1,3,14,1,6,0
8,29,95,1,3,4,1,6,0
8,29,95,1,3,3,1,6,0
8,29,95,0,3,20,1,6,0
8,29,95,1,1,3,1,5,0
8,29,205,1,2,2,24,5,0
8,29,92,0,3,2,1,6,0
8,29,95,1,2,3,1,5,0
8,29,95,1,2,15,1,5,0
8,29,95,1,2,14,1,5,0
8,29,95,1,3,4,1,6,0
8,29,95,1,2,3,1,5,0
8,30,4,1,3,20,1,6,0
8,30,4,1,3,20,1,6,0
8,30,228,1,1,2,13,5,0
8,30,45,1,3,19,5,6,0
8,29,4,1,6,3,2,9,0
8,30,4,1,2,14,1,9,0
8,30,160,1,2,3,11,5,0
8,30,153,1,2,2,1,5,0
8,30,60,0,3,14,1,6,0
8,30,4,1,3,4,1,6,0
8,30,95,1,3,4,1,6,0
8,30,160,1,3,21,45,6,0
8,30,205,1,2,14,1,5,0
8,31,95,1,2,15,1,5,0
8,31,95,1,2,15,1,5,0
8,30,182,1,3,4,1,6,0
8,30,209,1,3,19,8,6,0
8,28,92,1,6,1,59,5,0
8,30,153,1,2,17,1,5,0
8,31,153,1,3,14,10,6,0
8,31,45,1,3,2,5,6,0
8,31,4,1,3,14,1,6,0
8,31,4,1,3,14,1,6,0
8,31,209,1,3,19,8,6,0
8,31,209,1,3,4,8,6,0
8,31,4,1,3,2,1,6,0
8,31,95,1,3,4,1,6,0
8,31,78,1,3,14,1,6,0
8,31,153,1,3,2,42,6,1
8,31,153,1,3,20,1,6,0
8,31,167,0,3,20,1,6,0
8,31,147,1,2,4,7,8,0
8,31,92,0,3,20,12,6,0
8,31,205,1,3,1,1,6,0
9,1,4,1,3,4,2,6,1
9,1,4,1,2,4,1,5,0
9,1,160,1,3,4,11,6,1
9,1,200,1,3,4,1,6,0
9,1,200,1,3,14,1,6,0
9,2,153,1,2,3,10,5,1
9,1,153,1,2,14,65,5,1
9,1,153,1,2,14,65,5,1
9,1,153,1,2,14,1,5,0
9,1,4,1,7,14,2,8,0
9,1,92,0,3,20,1,6,0
9,1,153,1,3,1,1,6,0
9,1,167,1,8,10,1,9,0
9,1,205,1,3,1,24,6,0
9,1,205,1,3,1,24,6,0
9,1,4,1,2,2,2,5,0
9,1,92,1,3,4,12,6,0
9,1,200,1,3,15,98,6,1
9,1,93,1,7,2,1,8,0
9,1,182,1,3,4,1,6,0
9,2,153,1,2,14,1,5,0
9,2,209,1,2,3,8,6,0
9,2,153,1,6,14,1,5,0
9,2,113,1,3,2,1,6,0
9,2,209,1,2,3,8,6,0
9,2,209,1,2,3,8,6,0
9,2,209,1,2,3,8,6,0
9,2,45,1,3,14,1,6,0
9,2,4,1,3,3,2,6,1
9,2,95,1,3,3,1,6,0
9,2,95,1,3,4,1,6,0
9,2,153,0,3,14,10,6,1
9,2,153,0,3,20,1,6,0
9,2,153,1,3,1,1,6,0
9,2,153,0,3,4,1,6,0
9,2,4,1,3,2,1,6,0
9,2,78,1,3,3,1,6,0
9,2,182,1,3,14,3,6,0
9,2,603,1,7,14,1,8,0
9,2,147,1,2,3,7,6,0
9,2,147,1,2,15,7,6,0
9,2,147,1,2,4,7,6,0
9,2,4,1,2,3,2,5,0
9,3,153,1,3,7,10,6,0
9,3,92,1,3,4,1,6,0
9,3,92,0,3,14,1,6,0
9,3,92,0,3,14,1,6,0
9,3,200,1,3,14,1,6,0
9,3,153,0,3,20,1,6,0
9,3,4,1,3,14,1,6,0
9,3,153,1,7,4,1,5,0
9,3,4,1,3,4,1,6,0
9,3,209,1,6,2,8,13,0
9,3,4,0,1,2,2,5,0
9,3,153,0,3,20,1,6,0
9,2,153,1,3,14,1,6,0
9,3,153,1,3,1,1,6,0
9,3,153,0,3,20,1,6,0
9,3,153,1,3,1,1,6,0
9,3,92,0,3,20,12,6,0
9,3,205,1,3,4,1,6,0
9,3,205,0,3,4,1,6,0
9,3,205,0,3,4,1,6,0
9,3,147,1,7,22,1,8,0
9,4,4,1,3,14,2,6,0
9,6,228,1,1,2,1,5,0
9,4,228,1,1,2,1,5,0
9,4,153,1,2,1,1,5,0
9,4,4,0,1,2,2,5,1
9,4,95,1,3,4,1,6,0
9,4,95,1,1,4,1,5,0
9,4,95,1,2,17,1,5,0
9,4,4,1,3,4,1,6,0
9,4,4,1,3,3,1,6,0
9,4,158,1,3,14,160,6,0
9,4,158,1,2,3,160,5,0
9,4,92,0,3,3,6,6,0
9,4,45,1,3,1,5,6,0
9,4,147,1,2,2,7,5,0
9,4,95,1,1,14,1,5,0
9,4,195,0,1,3,1,5,0
9,4,160,1,7,1,11,8,0
9,4,182,1,3,4,3,6,0
9,4,97,1,7,15,211,8,0
9,4,4,1,2,3,2,5,1
9,5,92,1,3,4,202,6,1
9,5,167,1,3,3,1,6,0
9,5,153,1,3,14,1,6,0
9,5,4,1,2,4,2,5,1
9,5,153,1,2,3,1,5,0
9,5,147,1,7,16,7,8,1
9,5,147,1,7,16,7,8,1
9,5,147,1,7,16,7,8,1
9,5,147,1,7,16,7,8,1
9,5,147,1,7,16,7,8,1
9,5,147,1,7,16,7,8,1
9,5,147,1,7,16,7,8,1
9,5,147,1,7,16,7,8,1
9,5,147,1,3,16,7,6,1
9,5,147,1,3,16,7,6,1
9,5,147,1,7,16,7,8,1
9,5,147,1,7,16,7,8,1
9,5,147,1,7,16,7,8,1
9,5,147,1,7,16,7,8,1
9,5,147,1,7,16,7,8,1
9,5,147,1,7,16,7,8,1
9,5,147,1,7,16,7,8,1
9,5,147,1,7,16,7,8,1
9,5,147,1,7,16,7,8,1
9,5,147,1,7,16,7,8,1
9,5,147,0,3,16,7,6,1
9,5,153,1,3,8,1,6,0
9,5,155,1,1,2,1,5,0
9,5,205,1,3,4,1,6,0
9,5,95,1,2,17,1,5,0
9,5,95,1,3,17,1,6,0
9,5,95,1,2,2,15,5,0
9,5,153,1,3,17,1,6,0
9,5,153,1,2,12,1,5,0
9,5,95,1,3,14,1,6,0
9,5,95,1,2,3,1,5,0
9,5,153,1,3,14,1,6,0
9,5,195,1,7,3,1,8,0
9,5,182,1,3,4,1,6,0
9,5,147,0,2,4,7,5,0
9,4,147,1,3,3,1,6,0
9,6,167,1,3,3,1,6,0
9,6,92,1,3,3,29,6,0
9,6,209,1,9,17,8,13,0
9,6,147,1,7,2,7,8,0
9,6,147,1,7,2,7,8,0
9,6,147,1,7,8,7,8,1
9,6,147,1,7,8,7,8,1
9,6,147,1,7,13,7,8,1
9,6,147,1,7,2,7,8,1
9,6,95,1,1,3,1,6,0
9,6,153,1,3,20,1,6,0
9,6,60,0,2,4,1,5,0
9,6,182,1,3,14,3,6,0
9,6,167,0,3,3,1,6,0
9,6,153,1,3,14,63,6,0
9,6,147,1,7,2,7,8,0
9,7,153,1,1,3,28,5,0
9,7,95,1,3,15,1,6,0
9,7,95,1,3,15,1,6,0
9,7,95,1,3,15,1,6,0
9,7,95,1,3,15,1,6,0
9,7,95,1,3,15,1,6,0
9,7,95,1,2,4,1,5,0
9,7,95,1,3,14,1,6,0
9,7,95,1,3,3,1,6,0
9,7,200,1,9,4,54,13,1
9,6,153,1,3,8,1,6,0
9,7,4,1,3,14,2,6,0
9,7,200,1,3,15,1,6,0
9,7,200,1,3,2,1,6,0
9,7,153,0,3,3,1,6,0
9,7,153,1,7,4,1,5,0
9,7,4,1,3,4,1,6,0
9,7,160,1,2,1,27,5,0
9,7,4,1,3,14,1,6,0
9,7,92,0,3,20,12,6,0
9,7,1003,1,2,7,1,5,0
9,7,160,1,7,1,11,8,0
9,7,113,1,7,15,1,13,0
9,8,92,1,3,4,100,6,1
9,8,4,1,3,4,2,6,1
9,8,92,1,3,3,29,6,1
9,8,95,1,2,4,15,5,1
9,8,95,1,3,4,15,6,1
9,8,95,1,2,3,15,5,1
9,8,95,1,3,14,15,6,1
9,8,95,1,3,14,15,6,1
9,8,95,0,3,14,15,6,1
9,8,95,1,3,14,15,6,1
9,8,153,1,3,3,1,6,0
