c1,c2,c3,c4,c5,c6,c7,c8,c9
5,30,214,1,2,4,62,5,0
5,30,214,1,6,2,26,13,0
5,31,113,1,3,8,1,6,0
5,31,228,1,3,20,1,6,0
5,31,228,1,3,20,1,6,0
5,31,228,0,3,20,1,6,0
5,31,4,1,3,14,2,6,0
5,31,182,1,2,4,1,5,0
5,31,153,0,1,2,1,5,0
5,31,214,1,3,4,1,6,0
5,31,228,1,1,2,13,5,0
5,31,153,1,6,2,10,5,0
5,31,153,1,6,2,2,5,0
5,31,153,1,2,4,10,5,0
5,31,153,0,3,21,1,6,0
5,31,104,1,3,1,1,6,0
5,31,153,1,3,3,1,6,0
5,31,200,1,3,4,196,6,1
5,31,153,1,3,3,1,6,0
5,31,153,1,2,10,1,5,0
5,31,95,1,3,14,1,6,0
5,31,95,1,3,3,4,6,1
5,31,95,1,3,17,1,6,0
5,31,95,1,3,14,1,6,0
5,31,214,1,2,4,26,5,1
5,31,214,1,2,4,26,5,1
5,31,160,1,3,2,1,6,0
5,31,147,1,2,14,7,6,0
5,31,147,1,2,14,7,6,0
5,31,147,1,2,14,7,6,0
5,29,147,1,2,14,7,6,0
5,31,153,1,2,12,1,5,0
5,31,153,1,2,15,1,9,0
5,31,110,1,6,14,54,9,0
5,31,153,1,2,4,10,5,0
5,31,97,1,7,15,1,8,0
5,31,97,1,7,15,1,8,0
5,31,182,1,2,1,3,5,0
5,31,104,1,3,3,3,6,0
5,31,153,1,6,14,10,5,1
5,31,153,1,3,4,1,6,0
5,31,153,1,3,15,1,6,0
5,31,153,1,3,14,1,6,0
5,31,92,1,2,14,12,5,1
6,1,228,1,7,15,1,13,0
6,1,160,1,3,1,1,6,0
6,1,60,1,3,3,1,6,0
6,1,200,1,3,14,1,6,0
6,1,200,1,3,14,1,6,0
6,1,200,1,3,14,1,6,0
6,1,200,1,3,14,1,6,0
6,1,4,1,3,14,2,6,0
6,1,113,1,3,17,176,6,0
6,1,113,1,3,17,176,6,0
6,1,113,1,3,17,176,6,0
6,1,4,1,3,14,1,6,0
6,1,60,1,2,4,84,5,1
6,4,4,1,3,4,2,6,1
6,1,160,1,2,4,11,5,0
6,1,160,1,2,14,11,5,0
6,1,147,1,3,1,7,6,0
6,1,147,1,2,15,7,5,0
6,1,603,1,7,14,1,8,0
6,1,92,1,6,14,455,5,0
6,1,205,1,1,3,24,5,0
6,1,205,0,2,3,24,5,0
6,1,205,1,2,3,1,5,0
6,1,96,0,3,14,1,6,0
6,1,95,1,2,8,1,5,0
6,1,95,1,2,4,4,5,0
6,1,95,1,2,3,1,5,0
6,1,95,1,2,3,4,5,0
6,1,95,1,2,4,1,5,0
6,1,95,1,3,4,1,6,0
6,1,95,1,3,3,1,6,0
6,1,95,1,3,4,1,6,0
6,1,95,1,3,3,1,6,0
6,1,95,1,3,4,1,6,0
6,1,95,1,3,3,1,6,0
6,1,95,1,1,2,1,5,0
5,31,95,1,3,14,1,6,0
6,1,214,1,2,15,1,5,0
6,1,95,1,3,3,1,6,0
6,1,137,1,9,4,95,13,0
6,2,205,1,2,14,24,5,0
6,1,104,1,1,15,1,5,0
6,2,153,1,3,14,1,6,0
6,1,153,1,3,1,1,6,0
6,1,195,1,6,13,64,5,0
6,1,4,1,3,12,1,6,0
6,1,217,1,2,14,19,5,1
6,1,92,1,2,14,12,9,0
6,2,4,1,3,1,2,6,0
6,2,153,1,3,2,1,6,0
6,2,153,1,3,19,187,6,0
6,2,4,1,3,2,2,6,1
6,2,4,1,6,15,2,5,0
6,2,153,1,2,3,1,5,0
6,2,95,1,3,14,1,6,0
6,2,95,1,1,3,1,5,0
6,2,95,1,3,14,1,6,0
6,2,95,1,3,14,1,6,0
6,2,95,1,3,14,1,6,0
6,2,95,1,3,4,1,6,0
6,2,95,1,3,8,1,6,0
6,2,95,1,2,4,1,5,0
6,2,182,1,6,14,3,9,1
6,2,182,1,6,14,3,9,1
6,2,200,1,6,4,98,5,1
6,2,200,1,3,4,4,6,1
6,2,200,1,3,14,1,6,0
6,2,228,1,9,4,47,13,0
6,2,147,1,2,4,7,5,0
6,2,182,1,9,4,3,13,0
6,2,182,1,9,4,380,13,0
6,2,153,1,3,20,1,6,0
6,2,214,1,2,4,62,5,0
6,2,155,1,2,4,1,5,0
6,1,147,1,7,14,7,8,0
6,2,200,1,3,14,1,6,0
6,2,200,1,3,4,1,6,0
6,2,113,1,3,17,124,6,0
6,2,113,0,1,4,1,5,0
6,2,45,1,1,4,5,5,0
6,2,54,1,3,14,1,6,0
6,2,160,1,7,1,11,13,0
6,2,92,1,6,14,59,5,0
6,2,153,1,2,3,1,5,0
6,2,153,1,2,2,1,5,0
6,2,153,1,2,14,1,5,0
6,2,4,1,2,4,1,5,0
6,2,167,1,3,3,1,6,0
6,2,167,1,3,3,1,6,0
6,2,137,1,2,14,95,5,0
6,2,4,1,9,3,1,13,0
6,2,182,1,2,4,3,5,0
6,3,153,1,3,14,1,6,0
6,3,153,1,3,4,1,6,0
6,3,4,1,3,3,2,6,1
6,3,95,1,3,3,1,6,0
6,3,95,1,3,14,1,6,0
6,3,95,1,3,14,1,6,0
6,3,95,1,3,14,1,6,0
6,3,95,1,3,14,1,6,0
6,3,95,1,3,3,1,6,0
6,3,95,1,3,3,1,6,0
6,3,95,1,3,14,1,6,0
6,3,95,1,2,2,1,5,0
6,3,95,1,3,14,1,6,0
6,3,95,1,2,4,1,5,0
6,3,95,1,2,4,4,5,0
6,3,95,1,2,2,1,5,0
6,3,95,1,3,14,1,6,0
6,3,95,1,3,17,4,6,1
6,3,45,1,3,3,14,6,0
6,3,45,0,3,14,5,6,0
6,3,205,1,2,4,1,5,0
6,3,137,1,2,19,95,5,0
6,3,182,1,9,4,3,13,0
6,3,209,1,6,2,8,13,0
6,3,209,1,7,14,8,8,0
6,3,209,1,7,1,8,8,0
6,3,214,1,3,4,1,6,0
6,3,214,1,2,4,26,5,1
6,3,147,1,2,14,7,6,0
6,3,147,1,2,14,7,6,0
6,3,147,1,2,14,7,6,0
6,2,153,1,6,14,1,9,0
6,3,92,0,3,20,1,6,0
6,3,214,1,5,3,1,5,0
6,3,214,1,5,2,1,13,0
6,2,4,1,3,14,1,6,0
6,3,153,1,2,3,1,5,0
6,3,153,1,6,14,1,6,0
6,3,92,1,2,14,12,5,0
6,3,4,1,2,3,2,5,1
6,3,160,1,1,2,1,5,0
6,3,137,1,9,14,95,13,0
6,3,153,1,2,4,1,5,0
6,3,155,1,3,2,1,6,0
6,3,92,1,2,1,12,5,1
6,4,153,1,3,4,10,6,1
6,4,95,1,3,3,1,6,0
6,4,95,1,3,14,1,6,0
6,4,95,1,3,1,1,6,0
6,4,95,1,3,1,1,6,0
6,4,95,1,3,1,4,6,1
6,4,113,1,2,12,1,5,0
6,4,95,1,3,3,1,6,0
6,4,95,1,3,3,1,6,0
6,4,113,1,6,2,1,5,0
6,4,182,1,6,14,3,13,0
6,4,182,1,2,14,3,5,1
6,4,95,1,3,14,1,6,0
6,4,95,1,2,4,1,5,0
6,4,153,1,2,4,10,5,1
6,4,153,1,2,4,10,5,1
6,4,153,1,3,4,10,6,1
6,4,95,1,3,14,1,6,0
6,4,95,1,3,3,1,6,0
6,4,95,1,3,14,1,6,0
6,4,95,1,3,14,1,6,0
6,4,153,0,3,19,1,6,0
6,4,205,1,2,14,1,5,0
6,4,228,0,3,21,1,6,0
6,4,228,1,2,4,1,5,0
6,4,113,0,1,2,1,6,0
6,4,182,1,9,4,3,13,0
6,4,92,0,3,8,149,6,1
6,4,92,1,3,2,1,6,0
6,3,147,1,2,14,7,6,0
6,4,147,1,2,14,7,5,0
6,4,147,1,7,14,7,8,0
6,4,200,1,3,14,1,6,0
6,4,200,1,3,14,28,6,0
6,4,4,1,3,14,1,6,0
6,4,113,1,1,17,1,6,0
6,4,160,1,6,1,27,9,0
6,4,214,1,2,4,62,6,0
6,4,4,1,9,3,1,13,0
6,2,214,1,3,2,62,6,0
6,4,92,1,2,14,59,5,0
6,4,160,1,3,4,11,6,0
6,4,4,1,3,4,1,6,0
6,4,92,0,3,20,12,6,0
6,4,153,1,2,4,42,5,1
6,4,137,1,2,1,95,5,0
6,4,195,1,2,13,64,9,0
6,4,104,1,2,3,3,5,0
6,4,147,1,5,10,822,5,0
6,5,4,1,3,20,2,6,0
6,5,95,1,3,14,1,6,0
6,5,95,1,3,3,1,6,0
6,5,95,1,3,3,1,6,0
6,5,95,1,3,4,1,6,0
6,5,214,1,2,4,26,5,0
6,5,95,1,3,14,1,6,0
6,5,160,1,3,4,45,6,0
6,5,95,1,7,2,1,8,0
6,5,95,1,2,2,1,5,0
6,5,95,1,2,3,4,5,1
6,5,95,1,2,3,4,5,1
6,5,95,1,2,4,1,5,0
6,5,95,1,3,2,1,6,0
6,5,95,1,3,4,1,6,0
6,5,95,1,3,1,1,6,0
6,5,95,1,3,14,1,6,0
6,5,228,1,2,4,13,6,0
6,4,182,1,2,4,3,5,0
6,6,182,1,6,4,3,5,1
6,5,228,1,3,4,47,6,0
6,5,4,1,2,4,1,5,0
6,5,4,1,2,4,1,5,0
6,5,4,1,3,3,1,6,0
6,5,205,1,7,2,1,8,0
5,29,92,0,2,4,1,5,0
6,5,147,1,3,2,1,6,0
6,5,147,1,2,4,7,5,0
6,5,147,1,7,15,7,8,0
6,5,147,1,7,2,7,8,0
6,5,228,1,3,2,1,6,0
6,5,153,1,3,21,1,6,0
6,5,153,1,3,21,1,6,0
6,5,214,0,2,4,62,5,0
6,5,214,0,2,4,62,5,0
6,5,214,0,2,4,62,5,0
6,5,147,1,6,14,7,5,1
6,5,153,1,2,3,1,5,0
6,5,153,1,3,3,1,6,0
6,5,153,1,2,14,1,5,0
6,5,153,1,3,17,1,6,0
6,5,153,1,3,14,1,6,0
6,5,153,0,3,20,1,6,0
6,5,92,1,2,2,1,5,0
6,5,92,1,1,3,1420,5,1
6,5,92,1,1,3,218,5,0
6,5,205,1,2,3,1,5,0
6,5,4,1,3,3,1,6,0
6,5,153,0,3,20,1,6,0
6,5,110,1,6,14,54,5,1
6,5,153,0,3,4,1,6,0
6,5,4,1,3,3,1,6,0
6,5,45,1,3,21,14,6,0
6,5,147,1,2,2,43,5,0
6,5,147,1,2,14,43,5,0
6,5,603,1,7,1,102,8,1
6,5,603,1,7,1,102,8,1
6,5,603,1,7,1,102,8,1
6,5,603,1,7,14,102,8,1
6,6,4,1,3,14,2,6,0
6,6,4,1,3,14,52,6,0
6,6,4,1,3,14,2,6,0
6,6,4,1,3,14,52,6,0
6,6,4,0,1,14,1,5,0
6,6,95,1,3,14,1,6,0
6,6,95,1,3,1,1,6,0
6,6,95,1,3,14,1,6,0
6,6,95,1,3,19,1,6,0
6,6,95,1,3,2,4,6,0
6,6,95,1,3,4,1,6,0
6,6,95,1,3,19,1,6,0
6,6,95,1,3,3,1,6,0
6,5,113,1,3,1,176,6,1
6,6,113,1,3,3,1,6,0
6,6,95,1,2,3,1,5,0
6,6,95,1,3,14,1,6,0
6,6,95,1,6,2,1,5,0
6,6,95,0,1,4,1,5,0
6,6,95,1,3,14,1,6,0
6,6,95,1,3,14,1,6,0
6,6,95,1,3,14,1,6,0
6,6,4,0,3,20,1,6,0
6,6,4,1,3,20,1,6,0
6,6,95,1,3,4,1,6,0
6,6,167,1,2,3,558,5,0
6,6,45,0,3,20,5,6,0
6,6,45,1,3,2,5,6,0
6,6,153,1,3,20,1,6,0
6,6,92,1,2,3,1,5,0
6,6,4,1,2,14,2,6,0
6,6,92,1,3,3,12,6,0
6,6,147,1,2,14,7,5,0
6,6,214,1,2,4,26,5,0
6,6,214,1,3,3,26,6,0
6,6,153,1,2,3,1,5,0
6,6,214,0,7,3,62,5,0
6,6,153,1,3,3,1,6,0
6,6,153,1,2,3,240,5,1
6,6,160,1,2,3,23,5,0
6,6,92,0,3,3,1,6,0
6,6,153,0,3,20,1,6,0
6,6,153,0,3,20,1,6,0
6,6,92,0,1,14,1,5,0
6,6,229,1,2,14,270,5,0
6,6,217,0,3,2,956,6,0
6,7,4,1,3,4,2,6,1
6,7,113,1,3,1,1,6,0
6,7,113,1,3,15,1,6,0
6,7,153,1,3,4,10,6,1
6,7,153,1,3,4,10,6,1
6,7,95,1,3,14,1,6,0
6,7,95,1,3,14,1,6,0
6,7,95,1,3,14,1,6,0
6,7,95,1,3,14,1,6,0
6,7,95,1,3,14,1,6,0
6,7,95,1,3,14,1,6,0
6,7,95,1,3,14,1,6,0
6,7,95,1,3,14,1,6,0
6,7,95,1,5,8,4,5,1
6,7,228,1,2,4,13,5,0
6,7,228,0,3,20,1,6,0
6,7,160,1,1,2,1,5,0
6,7,214,1,3,4,26,6,0
6,7,92,1,2,3,52,5,0
6,7,92,1,3,19,1,6,0
6,7,209,1,2,4,8,6,0
6,7,209,1,2,4,8,5,0
6,7,37,1,2,14,7,5,0
6,7,147,1,2,14,7,6,0
6,8,200,1,7,1,4,13,0
6,7,153,1,2,4,1,5,0
6,7,160,1,1,2,1,5,0
6,7,153,1,1,3,1,5,0
6,7,92,1,7,1,12,8,0
6,8,153,0,3,3,1,6,0
6,7,60,1,3,14,1,6,0
6,7,160,1,3,4,45,6,0
6,7,4,1,6,14,1,5,0
6,7,92,1,2,3,6,5,0
6,7,92,1,3,8,483,6,1
6,7,92,1,1,22,1,5,0
6,7,229,1,6,14,144,8,0
6,7,195,1,2,14,64,5,0
6,7,195,1,4,19,64,13,0
6,8,153,1,3,6,10,6,1
6,8,153,1,3,6,275,6,1
6,8,153,1,3,6,65,6,0
6,8,95,1,3,8,1,6,0
6,8,95,1,3,22,4,6,1
6,8,95,1,3,22,4,6,1
6,8,113,1,3,17,1,6,0
6,8,153,1,3,14,232,6,1
6,8,95,1,3,4,1,6,0
6,8,95,1,3,3,1,6,0
6,8,95,1,3,14,1,6,0
6,8,95,1,3,3,1,6,0
6,8,95,0,1,3,1,6,0
6,8,45,1,3,3,5,6,0
6,8,45,1,3,4,5,6,0
6,8,95,1,7,15,1,8,0
6,8,95,1,2,3,1,5,0
6,8,95,1,2,1,4,5,0
6,8,95,1,9,14,4,13,0
6,8,147,1,3,4,7,6,0
6,8,4,1,2,3,2,5,1
6,8,4,1,2,3,2,5,1
6,8,4,1,2,3,2,5,1
6,8,4,1,2,3,2,5,1
6,8,4,1,2,3,2,5,1
6,8,4,1,9,4,1,13,0
6,8,182,1,2,4,3,5,0
6,8,182,1,9,4,3,13,0
6,8,167,0,3,20,1,6,0
6,8,153,1,7,4,1,5,0
6,8,95,1,2,3,4,5,0
6,8,95,1,3,4,1,6,0
6,8,95,1,3,20,1,6,0
6,8,95,1,3,14,1,6,0
6,8,153,1,1,17,10,6,1
6,8,160,1,2,4,45,6,0
6,8,160,1,3,1,11,6,1
6,8,160,1,6,2,11,5,1
6,8,228,1,9,4,13,13,0
6,8,228,1,2,2,1,5,0
6,8,228,1,6,1,71,5,0
6,8,228,1,2,3,1,5,0
6,8,214,1,3,1,1,6,0
6,8,60,1,2,4,1,5,0
6,8,209,1,6,1,8,13,0
6,8,209,1,7,1,8,8,0
6,8,209,1,7,4,8,8,0
6,8,209,0,9,14,8,13,0
6,8,200,1,3,14,1,6,0
6,8,200,1,3,20,1,6,0
6,8,153,1,2,1,1,5,0
6,8,153,1,2,12,1,5,0
6,8,153,1,2,3,1,5,0
6,8,4,1,3,2,2,6,1
6,8,153,0,3,3,1,6,0
6,8,153,1,3,14,1,6,0
6,8,217,1,2,3,19,5,0
6,8,4,1,3,20,1,6,0
6,8,160,1,2,3,1,5,0
6,8,214,1,6,10,62,5,0
6,8,214,1,6,1,1,13,0
6,8,153,1,2,4,1,5,0
6,8,92,1,6,14,341,5,0
6,8,205,1,2,4,1,5,0
6,8,4,1,3,3,2,6,1
6,8,4,1,2,14,1,5,0
6,8,160,1,1,2,1,5,0
6,8,44,1,3,1,19,6,1
6,8,195,1,2,13,64,5,0
6,8,153,1,3,14,232,6,1
6,9,95,1,3,19,1,6,0
6,9,95,1,3,4,1,6,0
6,9,95,1,3,22,4,6,1
6,9,95,1,3,22,4,6,1
6,9,95,1,3,2,1,6,0
6,9,153,1,2,3,1,5,0
6,9,95,1,3,14,1,6,0
6,9,95,1,3,15,1,6,0
6,9,95,1,3,14,1,6,0
6,9,95,1,3,4,1,6,0
6,9,95,1,3,14,1,6,0
6,9,95,1,3,3,1,6,0
6,9,95,1,3,14,1,6,0
6,5,95,1,2,2,1,5,0
6,9,4,1,3,4,2,6,1
6,9,4,1,3,14,1,6,0
6,9,4,1,3,2,1,6,0
6,9,113,1,3,14,176,6,0
6,9,153,1,3,4,251,6,1
6,9,45,0,3,21,14,6,0
6,9,95,1,3,4,1,6,0
6,9,95,1,6,14,1,5,0
6,9,4,1,9,3,1,13,0
6,9,4,1,9,3,1,13,0
6,9,182,1,2,14,3,5,0
6,9,182,1,9,4,3,13,0
6,9,182,1,9,4,3,13,0
6,9,182,1,2,4,3,5,0
6,9,182,1,2,3,3,5,0
6,9,182,1,3,4,3,6,0
6,9,153,1,3,4,220,6,1
6,8,153,1,3,1,42,6,1
6,4,205,1,3,4,1,6,0
6,9,95,1,2,4,1,5,0
6,9,95,1,3,4,1,6,0
6,9,95,1,3,14,1,6,0
6,9,95,1,3,14,1,6,0
6,9,160,1,7,1,11,13,0
6,9,60,1,3,4,1,6,0
6,9,60,1,3,4,1,6,0
6,9,195,1,3,4,159,6,1
6,9,95,1,2,8,1,5,0
6,9,214,1,2,4,1,6,0
6,9,214,1,2,6,62,5,0
6,9,160,1,1,10,1,5,0
6,9,160,0,9,4,11,13,0
6,9,147,1,2,14,7,5,0
6,9,147,1,2,14,7,5,0
6,9,160,1,3,14,1,6,0
6,9,214,1,2,4,26,5,1
6,9,4,1,3,1,1,6,0
6,9,93,1,2,3,324,5,0
6,9,123,1,6,2,237,5,0
6,9,167,1,3,20,1,6,0
6,9,153,1,2,8,1,5,0
6,10,153,1,2,4,10,5,1
6,10,4,1,6,8,2,5,1
6,9,4,1,3,3,1,6,0
6,11,113,1,3,3,1,6,0
6,10,182,1,2,4,3,5,0
6,10,4,1,2,12,2,5,0
6,10,4,1,3,3,2,6,1
6,10,104,1,1,15,3,5,0
6,10,153,1,3,3,42,6,1
6,11,153,1,6,14,1,5,0
6,10,95,1,3,1,1,6,0
6,10,228,1,6,8,13,5,0
6,10,95,1,3,14,1,6,0
6,10,95,1,3,19,1,6,0
6,10,160,1,3,4,11,6,0
6,10,95,1,3,8,1,6,0
6,10,95,1,3,14,1,6,0
6,10,95,1,3,17,1,6,0
6,10,95,1,3,14,1,6,0
6,10,95,1,3,14,1,6,0
6,11,95,1,3,3,1,6,0
6,10,228,1,3,4,13,6,0
6,10,228,1,7,21,71,5,0
6,11,95,1,6,21,4,13,1
6,10,95,1,2,3,4,6,0
6,10,95,1,2,3,4,6,1
6,10,95,1,2,3,4,6,1
6,10,95,1,2,3,4,6,1
6,10,95,1,2,2,4,6,0
6,10,95,1,2,6,4,5,0
6,10,92,1,3,3,1,6,0
6,10,95,1,2,3,4,5,0
6,10,153,1,3,13,10,6,0
6,11,205,1,2,3,1,5,0
6,10,214,1,3,4,26,6,0
6,10,214,1,2,4,26,6,0
6,10,214,0,2,4,62,6,0
6,10,214,0,9,4,26,13,0
6,10,153,1,3,14,1,6,0
6,10,110,1,6,1,54,5,0
6,10,200,1,6,14,4,13,0
6,10,147,1,2,4,7,5,0
6,10,147,1,2,4,7,5,0
6,10,4,1,3,4,2,6,1
6,10,228,1,6,14,71,5,0
6,10,214,1,2,4,26,5,1
6,10,228,1,7,21,71,13,0
6,10,228,1,7,21,71,13,0
6,10,228,1,7,21,71,13,0
6,7,153,1,3,1,1,6,0
6,10,92,1,1,22,1,5,0
6,10,137,1,2,4,95,5,0
6,10,205,1,9,3,24,13,0
6,10,98,1,3,14,102,6,0
6,10,229,1,6,8,144,13,0
6,11,153,1,3,20,1,6,0
6,11,153,0,1,14,10,5,0
6,11,182,1,3,4,1,6,0
6,11,123,1,3,7,1,6,0
6,11,65,1,2,3,3,5,0
6,11,104,1,3,14,3,6,0
6,11,182,1,2,4,3,5,0
6,10,182,1,2,4,3,5,0
6,11,4,1,3,3,1,6,0
6,11,95,1,3,3,4,6,1
6,11,95,1,3,14,4,6,1
6,11,95,1,3,14,4,6,0
6,11,95,1,3,14,1,6,0
6,11,95,1,3,1,1,6,0
6,11,95,1,3,14,1,6,0
6,11,95,1,3,15,4,6,0
6,11,95,1,3,4,1,6,0
6,11,95,1,3,3,1,6,0
6,11,95,1,3,14,1,6,0
6,11,95,1,3,14,1,6,0
6,11,95,1,6,3,1,5,0
6,11,95,0,1,4,1,5,0
6,11,113,1,2,3,1,5,0
6,11,228,1,2,1,1,5,0
6,11,95,1,6,7,4,13,1
6,11,95,1,2,3,4,5,0
6,11,153,1,2,17,10,6,0
6,11,95,1,6,4,4,13,0
6,10,95,1,7,2,4,5,0
6,10,95,1,7,3,4,5,0
6,11,95,1,2,4,4,5,0
6,10,95,1,7,3,4,8,0
6,11,95,1,2,4,4,5,0
6,11,95,1,2,4,4,5,1
6,11,95,1,2,4,4,5,0
6,11,95,1,3,14,1,6,0
6,11,95,1,3,14,1,6,0
6,11,95,1,3,14,1,6,0
6,11,95,1,3,14,1,6,0
6,11,95,1,3,14,1,6,0
6,11,95,1,3,14,1,6,0
6,11,153,1,2,3,1,5,0
6,11,155,1,3,2,1,6,0
6,11,153,1,1,14,1,5,0
6,11,60,1,2,4,1,5,0
6,11,153,1,2,4,1,5,0
6,11,153,1,1,17,10,5,0
6,11,97,1,3,19,1,6,0
6,11,95,1,2,4,4,5,0
6,11,228,0,3,20,13,6,0
6,11,147,1,2,14,43,5,0
6,11,147,1,2,14,43,5,0
6,11,147,1,2,14,1,5,0
6,11,147,1,2,3,7,5,0
6,11,92,1,2,2,1,5,0
6,11,4,1,3,14,2,6,0
6,11,92,0,3,4,12,6,0
6,13,95,1,6,1,4,13,0
6,11,95,1,6,2,4,13,0
6,11,214,1,6,3,26,13,0
6,11,214,1,6,2,1,13,0
6,10,4,1,3,14,1,6,0
6,11,4,1,9,3,2,13,1
6,11,217,1,3,21,1,6,0
6,11,92,0,1,22,1,5,0
6,11,4,1,3,4,2,6,0
6,11,95,1,6,14,273,5,1
6,12,4,1,3,20,2,6,0
6,12,4,1,9,3,2,13,0
6,12,200,1,3,14,1,6,0
6,10,4,1,3,14,2,6,0
6,11,153,1,2,3,10,5,1
6,12,182,1,6,14,3,13,0
6,12,182,1,2,4,3,5,0
6,12,182,1,3,4,3,6,0
6,12,153,1,2,4,1,5,0
6,12,153,1,2,4,1,5,0
6,12,95,1,3,1,1,6,0
6,12,153,1,1,14,1,5,0
6,12,92,1,3,4,58,6,1
6,12,92,1,3,4,1,6,0
6,12,95,1,1,2,1,6,0
6,12,95,1,3,19,4,6,0
6,12,95,1,9,4,1,13,0
6,12,95,1,7,15,4,8,0
6,12,95,1,9,3,4,13,0
6,12,603,0,3,20,1,6,0
6,12,92,0,3,4,1,6,0
6,12,92,1,3,3,1,6,0
6,11,4,1,3,14,1,6,0
6,12,4,1,2,14,2,5,0
6,12,153,1,3,14,1,6,0
6,12,110,1,6,13,54,5,0
6,12,95,1,6,15,28,13,0
6,12,4,1,3,4,2,6,1
6,12,214,1,3,17,1,6,0
6,12,153,1,3,8,1,6,0
6,12,69,1,7,3,1,5,0
6,12,155,1,6,14,21,13,1
6,13,113,1,9,4,124,13,0
6,13,153,1,2,14,80,5,1
6,13,153,1,1,22,24,5,0
6,13,182,1,7,4,3,5,0
6,13,182,1,6,1,3,9,0
6,12,4,1,3,3,1,6,0
6,12,4,1,3,3,2,6,1
6,13,160,1,6,2,11,13,0
6,13,95,1,3,14,1,6,0
6,13,95,1,2,4,1,5,0
6,13,95,1,2,4,1,5,0
6,11,4,0,1,3,2,6,0
6,13,4,0,9,2,1,13,0
6,13,203,1,3,15,552,6,0
6,13,153,1,2,3,1,6,0
6,13,153,1,3,4,1,6,0
6,13,153,1,1,3,1,5,0
6,13,153,1,2,3,1,5,0
6,13,153,0,3,15,1,6,0
6,13,153,1,2,3,1,5,0
6,13,4,1,3,14,1,6,0
6,13,214,1,3,3,1,6,0
6,13,160,0,2,14,11,5,0
6,13,137,1,7,19,95,5,0
6,13,4,1,2,4,2,5,0
6,13,95,1,3,9,1,6,0
6,13,69,1,7,3,346,8,1
6,13,69,1,7,3,346,8,1
6,13,113,1,3,20,377,6,0
6,14,182,1,6,19,3,5,0
6,14,182,1,3,14,3,6,0
6,15,182,1,3,4,3,6,0
6,14,182,1,9,4,3,13,0
6,14,182,1,2,14,3,8,0
6,14,182,1,2,4,3,5,0
6,14,228,1,3,4,13,6,0
6,14,228,0,1,4,13,6,0
6,13,228,1,6,4,47,5,0
6,14,4,1,6,14,2,5,0
6,14,4,1,3,2,2,6,1
6,14,4,1,3,2,2,6,1
6,14,4,1,3,20,1,6,0
6,14,4,1,3,3,1,6,0
6,14,4,1,3,2,1,6,0
6,14,228,1,3,4,1,6,0
6,14,160,1,2,4,11,5,0
6,14,160,1,2,4,11,5,0
6,14,95,1,3,14,1,6,0
6,14,4,1,3,14,2,6,0
6,14,153,1,3,17,10,6,1
6,14,4,1,6,3,2,6,0
6,14,153,1,3,4,10,6,1
6,14,95,1,3,1,1,6,0
6,14,153,1,3,4,10,6,1
6,14,153,1,3,10,1,6,0
6,14,95,1,2,3,1,5,0
6,14,153,1,3,20,1,6,0
6,14,92,1,3,1,1,6,0
6,14,214,1,2,4,62,5,1
6,14,214,0,3,2,1,6,0
6,14,214,1,2,4,1,6,0
6,14,200,1,3,4,196,6,1
6,14,200,1,3,4,54,6,0
6,14,200,1,3,1,4,6,0
6,14,95,1,3,3,4,6,0
6,14,95,1,2,2,1,5,0
6,14,147,1,6,2,1,5,0
6,14,95,1,2,2,4,5,0
6,14,95,1,6,15,4,13,0
6,14,95,1,6,4,4,5,0
6,14,153,1,2,14,1,5,0
6,14,153,1,2,14,1,5,0
6,14,153,1,2,10,1,5,0
6,14,153,0,1,22,1,5,0
6,14,4,1,3,2,2,6,1
6,14,4,1,3,14,1,6,0
6,14,4,1,3,2,1,6,0
6,14,4,1,3,8,1,6,0
6,14,4,1,3,20,1,6,0
6,14,4,1,3,2,1,6,0
6,14,4,1,3,2,2,6,0
6,14,4,1,3,2,2,6,0
6,14,4,1,9,20,2,13,0
6,14,4,1,9,20,2,13,0
6,14,4,1,3,14,1,6,0
6,14,4,1,3,2,1,6,0
6,14,4,1,3,2,1,6,0
6,14,4,1,3,20,1,6,0
6,14,4,1,3,2,2,6,0
6,14,4,1,3,20,1,6,0
6,14,4,1,9,3,2,13,0
6,14,4,1,3,20,1,6,0
6,14,4,1,3,20,1,6,0
6,14,4,1,3,20,1,6,0
6,14,4,1,7,2,1,5,0
6,13,4,1,3,14,1,6,0
6,14,4,1,3,14,1,6,0
6,14,4,1,9,4,1,13,0
6,14,4,1,9,4,1,13,0
6,14,4,0,7,20,2,5,0
6,14,4,1,7,20,2,5,0
6,14,214,1,3,7,902,6,0
6,14,19,1,7,13,226,8,0
6,14,92,1,6,14,83,5,0
6,14,214,1,6,4,1,13,0
6,14,92,1,6,14,1,13,0
6,14,4,1,7,2,1,13,0
6,14,4,1,7,2,1,13,0
6,14,4,1,7,2,1,13,0
6,14,4,1,7,2,1,13,0
6,14,4,1,7,2,1,13,0
6,14,4,1,7,2,1,13,0
6,14,4,1,7,2,1,13,0
6,14,4,1,7,2,1,13,0
6,14,4,1,7,2,1,13,0
6,14,4,1,7,2,1,13,0
6,14,4,1,7,2,1,13,0
6,14,4,1,7,2,1,13,0
6,14,4,1,7,2,1,13,0
6,14,4,1,7,2,1,13,0
6,14,4,1,7,2,1,13,0
6,14,4,1,7,2,1,13,0
6,14,4,1,7,2,1,13,0
